route,hour,weekday,avg_passengers,buses_on_route,demand_score,label,label_name
 EMINONU-OKMEYDANI,8,5.0,4.142857142857143,3.979381443298969,1.041080680977054,1,normal
 EMINONU-OKMEYDANI,8,6.0,2.571428571428572,3.979381443298969,0.6461880088823094,0,undercrowded
 EMINONU-OKMEYDANI,9,0.0,2.0,3.358974358974359,0.5954198473282443,0,undercrowded
 EMINONU-OKMEYDANI,9,1.0,2.4705882352941178,3.358974358974359,0.73551863493489,1,normal
 EMINONU-OKMEYDANI,9,2.0,2.0,3.358974358974359,0.5954198473282443,0,undercrowded
 EMINONU-OKMEYDANI,9,3.0,3.125,3.358974358974359,0.9303435114503816,1,normal
 EMINONU-OKMEYDANI,9,4.0,5.6923076923076925,3.358974358974359,1.6946564885496185,1,normal
 EMINONU-OKMEYDANI,9,5.0,3.4285714285714284,3.358974358974359,1.02071973827699,1,normal
 EMINONU-OKMEYDANI,9,6.0,2.888888888888889,3.358974358974359,0.8600508905852418,1,normal
 EMINONU-OKMEYDANI,10,0.0,1.6,3.36046511627907,0.4761245674740484,0,undercrowded
 EMINONU-OKMEYDANI,10,1.0,3.227272727272727,3.36046511627907,0.96036489462095,1,normal
 EMINONU-OKMEYDANI,10,2.0,3.555555555555556,3.36046511627907,1.0580545943867743,1,normal
 EMINONU-OKMEYDANI,10,3.0,2.5,3.36046511627907,0.7439446366782007,1,normal
 EMINONU-OKMEYDANI,10,4.0,4.111111111111111,3.36046511627907,1.2233756247597076,1,normal
 EMINONU-OKMEYDANI,10,5.0,3.625,3.36046511627907,1.078719723183391,1,normal
 EMINONU-OKMEYDANI,10,6.0,2.636363636363636,3.36046511627907,0.7845234350424661,1,normal
 EMINONU-OKMEYDANI,11,0.0,2.0,3.0454545454545454,0.6567164179104478,0,undercrowded
 EMINONU-OKMEYDANI,11,1.0,3.692307692307693,3.0454545454545454,1.2123995407577497,1,normal
 EMINONU-OKMEYDANI,11,2.0,2.4285714285714284,3.0454545454545454,0.7974413646055437,1,normal
 EMINONU-OKMEYDANI,11,3.0,1.75,3.0454545454545454,0.5746268656716418,0,undercrowded
 EMINONU-OKMEYDANI,11,4.0,3.0,3.0454545454545454,0.9850746268656716,1,normal
 EMINONU-OKMEYDANI,11,5.0,3.4545454545454546,3.0454545454545454,1.1343283582089552,1,normal
 EMINONU-OKMEYDANI,11,6.0,3.1666666666666665,3.0454545454545454,1.0398009950248757,1,normal
 EMINONU-OKMEYDANI,12,0.0,1.8333333333333333,3.3181818181818183,0.5525114155251141,0,undercrowded
 EMINONU-OKMEYDANI,12,1.0,4.285714285714286,3.3181818181818183,1.2915851272015657,1,normal
 EMINONU-OKMEYDANI,12,2.0,1.6,3.3181818181818183,0.4821917808219178,0,undercrowded
 EMINONU-OKMEYDANI,12,3.0,1.0,3.3181818181818183,0.3013698630136986,0,undercrowded
 EMINONU-OKMEYDANI,12,4.0,4.083333333333333,3.3181818181818183,1.230593607305936,1,normal
 EMINONU-OKMEYDANI,12,5.0,2.7857142857142856,3.3181818181818183,0.8395303326810175,1,normal
 EMINONU-OKMEYDANI,12,6.0,3.0,3.3181818181818183,0.9041095890410958,1,normal
 EMINONU-OKMEYDANI,13,0.0,2.0,3.652631578947368,0.5475504322766571,0,undercrowded
 EMINONU-OKMEYDANI,13,1.0,2.4,3.652631578947368,0.6570605187319885,0,undercrowded
 EMINONU-OKMEYDANI,13,2.0,2.75,3.652631578947368,0.7528818443804035,1,normal
 EMINONU-OKMEYDANI,13,3.0,3.625,3.652631578947368,0.9924351585014408,1,normal
 EMINONU-OKMEYDANI,13,4.0,6.583333333333333,3.652631578947368,1.802353506243996,1,normal
 EMINONU-OKMEYDANI,13,5.0,3.242424242424242,3.652631578947368,0.8876953977818531,1,normal
 EMINONU-OKMEYDANI,13,6.0,3.727272727272727,3.652631578947368,1.020434896515588,1,normal
 EMINONU-OKMEYDANI,14,0.0,2.2,4.24468085106383,0.5182957393483709,0,undercrowded
 EMINONU-OKMEYDANI,14,1.0,5.304347826086956,4.24468085106383,1.2496458537648467,1,normal
 EMINONU-OKMEYDANI,14,2.0,4.0,4.24468085106383,0.9423558897243108,1,normal
 EMINONU-OKMEYDANI,14,3.0,2.142857142857143,4.24468085106383,0.5048335123523093,0,undercrowded
 EMINONU-OKMEYDANI,14,4.0,4.823529411764706,4.24468085106383,1.1363703376087275,1,normal
 EMINONU-OKMEYDANI,14,5.0,3.7916666666666665,4.24468085106383,0.8932748538011696,1,normal
 EMINONU-OKMEYDANI,14,6.0,3.090909090909091,4.24468085106383,0.7281840966051492,1,normal
 EMINONU-OKMEYDANI,15,0.0,1.3333333333333333,3.619047619047619,0.3684210526315789,0,undercrowded
 EMINONU-OKMEYDANI,15,1.0,3.388888888888889,3.619047619047619,0.9364035087719298,1,normal
 EMINONU-OKMEYDANI,15,2.0,2.833333333333333,3.619047619047619,0.7828947368421053,1,normal
 EMINONU-OKMEYDANI,15,3.0,2.5384615384615383,3.619047619047619,0.701417004048583,1,normal
 EMINONU-OKMEYDANI,15,4.0,5.666666666666667,3.619047619047619,1.5657894736842106,1,normal
 EMINONU-OKMEYDANI,15,5.0,3.903225806451613,3.619047619047619,1.0785229202037352,1,normal
 EMINONU-OKMEYDANI,15,6.0,3.1538461538461537,3.619047619047619,0.8714574898785424,1,normal
 EMINONU-OKMEYDANI,16,0.0,2.583333333333333,3.588235294117647,0.7199453551912568,1,normal
 EMINONU-OKMEYDANI,16,1.0,3.7916666666666665,3.588235294117647,1.056693989071038,1,normal
 EMINONU-OKMEYDANI,16,2.0,3.0,3.588235294117647,0.8360655737704917,1,normal
 EMINONU-OKMEYDANI,16,3.0,2.5,3.588235294117647,0.6967213114754098,0,undercrowded
 EMINONU-OKMEYDANI,16,4.0,3.733333333333333,3.588235294117647,1.0404371584699454,1,normal
 EMINONU-OKMEYDANI,16,5.0,3.652173913043478,3.588235294117647,1.0178189593727724,1,normal
 EMINONU-OKMEYDANI,16,6.0,4.0,3.588235294117647,1.1147540983606556,1,normal
 EMINONU-OKMEYDANI,17,0.0,2.75,3.634146341463415,0.7567114093959731,1,normal
 EMINONU-OKMEYDANI,17,1.0,3.3076923076923075,3.634146341463415,0.9101703665462054,1,normal
 EMINONU-OKMEYDANI,17,2.0,4.333333333333333,3.634146341463415,1.1923937360178969,1,normal
 EMINONU-OKMEYDANI,17,3.0,3.5,3.634146341463415,0.9630872483221476,1,normal
 EMINONU-OKMEYDANI,17,4.0,3.3,3.634146341463415,0.9080536912751676,1,normal
 EMINONU-OKMEYDANI,17,5.0,4.068965517241379,3.634146341463415,1.119648229576487,1,normal
 EMINONU-OKMEYDANI,17,6.0,2.2222222222222223,3.634146341463415,0.6114839671886652,0,undercrowded
 EMINONU-OKMEYDANI,18,0.0,1.3333333333333333,3.3846153846153846,0.3939393939393939,0,undercrowded
 EMINONU-OKMEYDANI,18,1.0,3.421052631578948,3.3846153846153846,1.0107655502392343,1,normal
 EMINONU-OKMEYDANI,18,2.0,2.625,3.3846153846153846,0.7755681818181819,1,normal
 EMINONU-OKMEYDANI,18,3.0,3.571428571428572,3.3846153846153846,1.0551948051948052,1,normal
 EMINONU-OKMEYDANI,18,4.0,4.3,3.3846153846153846,1.2704545454545455,1,normal
 EMINONU-OKMEYDANI,18,5.0,3.611111111111111,3.3846153846153846,1.066919191919192,1,normal
 EMINONU-OKMEYDANI,18,6.0,2.8,3.3846153846153846,0.8272727272727273,1,normal
 EMINONU-OKMEYDANI,19,0.0,1.8,3.094117647058824,0.5817490494296578,0,undercrowded
 EMINONU-OKMEYDANI,19,1.0,2.6842105263157894,3.094117647058824,0.8675205123073844,1,normal
 EMINONU-OKMEYDANI,19,2.0,2.6,3.094117647058824,0.8403041825095057,1,normal
 EMINONU-OKMEYDANI,19,3.0,3.2,3.094117647058824,1.0342205323193916,1,normal
 EMINONU-OKMEYDANI,19,4.0,3.1538461538461537,3.094117647058824,1.0193038900263234,1,normal
 EMINONU-OKMEYDANI,19,5.0,3.423076923076923,3.094117647058824,1.1063176367358876,1,normal
 EMINONU-OKMEYDANI,19,6.0,2.833333333333333,3.094117647058824,0.9157160963244614,1,normal
 EMINONU-OKMEYDANI,20,0.0,2.6666666666666665,2.618181818181818,1.0185185185185184,1,normal
 EMINONU-OKMEYDANI,20,1.0,2.636363636363636,2.618181818181818,1.0069444444444444,1,normal
 EMINONU-OKMEYDANI,20,2.0,2.5,2.618181818181818,0.9548611111111112,1,normal
 EMINONU-OKMEYDANI,20,3.0,2.0,2.618181818181818,0.7638888888888888,1,normal
 EMINONU-OKMEYDANI,20,4.0,2.333333333333333,2.618181818181818,0.8912037037037037,1,normal
 EMINONU-OKMEYDANI,20,5.0,2.4,2.618181818181818,0.9166666666666666,1,normal
 EMINONU-OKMEYDANI,20,6.0,3.5,2.618181818181818,1.3368055555555556,1,normal
 EMINONU-OKMEYDANI,21,0.0,1.0,2.026315789473684,0.4935064935064935,0,undercrowded
 EMINONU-OKMEYDANI,21,1.0,1.3333333333333333,2.026315789473684,0.658008658008658,0,undercrowded
 EMINONU-OKMEYDANI,21,2.0,1.6,2.026315789473684,0.7896103896103898,1,normal
 EMINONU-OKMEYDANI,21,3.0,6.0,2.026315789473684,2.961038961038961,2,overcrowded
 EMINONU-OKMEYDANI,21,4.0,1.25,2.026315789473684,0.6168831168831169,0,undercrowded
 EMINONU-OKMEYDANI,21,5.0,2.1333333333333333,2.026315789473684,1.0528138528138529,1,normal
 EMINONU-OKMEYDANI,21,6.0,2.333333333333333,2.026315789473684,1.1515151515151516,1,normal
 KARTAL-AYDOS HILAL KONUTLARI,6,1.0,2.0,1.9090909090909087,1.0476190476190477,1,normal
 KARTAL-AYDOS HILAL KONUTLARI,6,4.0,2.0,1.9090909090909087,1.0476190476190477,1,normal
 KARTAL-AYDOS HILAL KONUTLARI,6,5.0,2.0,1.9090909090909087,1.0476190476190477,1,normal
 KARTAL-AYDOS HILAL KONUTLARI,6,6.0,1.5,1.9090909090909087,0.7857142857142857,1,normal
 KARTAL-AYDOS HILAL KONUTLARI,7,0.0,4.666666666666667,4.233333333333333,1.1023622047244095,1,normal
 KARTAL-AYDOS HILAL KONUTLARI,7,1.0,4.615384615384615,4.233333333333333,1.0902483343428224,1,normal
 KARTAL-AYDOS HILAL KONUTLARI,7,2.0,4.8,4.233333333333333,1.1338582677165354,1,normal
 KARTAL-AYDOS HILAL KONUTLARI,7,3.0,4.8,4.233333333333333,1.1338582677165354,1,normal
 KARTAL-AYDOS HILAL KONUTLARI,7,4.0,3.2857142857142856,4.233333333333333,0.7761529808773903,1,normal
 KARTAL-AYDOS HILAL KONUTLARI,7,5.0,3.739130434782609,4.233333333333333,0.8832591578226635,1,normal
 KARTAL-AYDOS HILAL KONUTLARI,7,6.0,4.75,4.233333333333333,1.1220472440944882,1,normal
 KARTAL-AYDOS HILAL KONUTLARI,8,0.0,5.333333333333333,3.5223880597014925,1.5141242937853108,1,normal
 KARTAL-AYDOS HILAL KONUTLARI,8,1.0,4.230769230769231,3.5223880597014925,1.2011082138200782,1,normal
 KARTAL-AYDOS HILAL KONUTLARI,8,2.0,4.833333333333333,3.5223880597014925,1.3721751412429375,1,normal
 KARTAL-AYDOS HILAL KONUTLARI,8,3.0,2.4285714285714284,3.5223880597014925,0.6894673123486682,0,undercrowded
 KARTAL-AYDOS HILAL KONUTLARI,8,4.0,1.9230769230769231,3.5223880597014925,0.5459582790091265,0,undercrowded
 KARTAL-AYDOS HILAL KONUTLARI,8,5.0,3.75,3.5223880597014925,1.0646186440677967,1,normal
 KARTAL-AYDOS HILAL KONUTLARI,8,6.0,3.4,3.5223880597014925,0.9652542372881356,1,normal
 KARTAL-AYDOS HILAL KONUTLARI,9,0.0,1.6,2.436619718309859,0.6566473988439308,0,undercrowded
 KARTAL-AYDOS HILAL KONUTLARI,9,1.0,3.625,2.436619718309859,1.4877167630057804,1,normal
 KARTAL-AYDOS HILAL KONUTLARI,9,2.0,1.7142857142857142,2.436619718309859,0.70355078447564,1,normal
 KARTAL-AYDOS HILAL KONUTLARI,9,3.0,2.75,2.436619718309859,1.1286127167630058,1,normal
 KARTAL-AYDOS HILAL KONUTLARI,9,4.0,1.75,2.436619718309859,0.7182080924855492,1,normal
 KARTAL-AYDOS HILAL KONUTLARI,9,5.0,2.3,2.436619718309859,0.9439306358381504,1,normal
 KARTAL-AYDOS HILAL KONUTLARI,9,6.0,2.0,2.436619718309859,0.8208092485549133,1,normal
 KARTAL-AYDOS HILAL KONUTLARI,10,0.0,2.1666666666666665,3.055555555555556,0.7090909090909091,1,normal
 KARTAL-AYDOS HILAL KONUTLARI,10,1.0,3.4,3.055555555555556,1.1127272727272728,1,normal
 KARTAL-AYDOS HILAL KONUTLARI,10,2.0,3.5,3.055555555555556,1.1454545454545455,1,normal
 KARTAL-AYDOS HILAL KONUTLARI,10,3.0,2.6,3.055555555555556,0.850909090909091,1,normal
 KARTAL-AYDOS HILAL KONUTLARI,10,4.0,2.5,3.055555555555556,0.8181818181818182,1,normal
 KARTAL-AYDOS HILAL KONUTLARI,10,5.0,3.0625,3.055555555555556,1.0022727272727274,1,normal
 KARTAL-AYDOS HILAL KONUTLARI,10,6.0,2.571428571428572,3.055555555555556,0.8415584415584417,1,normal
 KARTAL-AYDOS HILAL KONUTLARI,11,0.0,3.333333333333333,2.2580645161290325,1.476190476190476,1,normal
 KARTAL-AYDOS HILAL KONUTLARI,11,1.0,2.0,2.2580645161290325,0.8857142857142857,1,normal
 KARTAL-AYDOS HILAL KONUTLARI,11,2.0,2.6666666666666665,2.2580645161290325,1.1809523809523808,1,normal
 KARTAL-AYDOS HILAL KONUTLARI,11,3.0,2.0,2.2580645161290325,0.8857142857142857,1,normal
 KARTAL-AYDOS HILAL KONUTLARI,11,4.0,1.6,2.2580645161290325,0.7085714285714285,1,normal
 KARTAL-AYDOS HILAL KONUTLARI,11,5.0,2.235294117647059,2.2580645161290325,0.9899159663865544,1,normal
 KARTAL-AYDOS HILAL KONUTLARI,11,6.0,1.875,2.2580645161290325,0.8303571428571428,1,normal
 KARTAL-AYDOS HILAL KONUTLARI,12,0.0,2.0,2.3380281690140845,0.8554216867469879,1,normal
 KARTAL-AYDOS HILAL KONUTLARI,12,1.0,2.375,2.3380281690140845,1.0158132530120485,1,normal
 KARTAL-AYDOS HILAL KONUTLARI,12,2.0,3.375,2.3380281690140845,1.4435240963855422,1,normal
 KARTAL-AYDOS HILAL KONUTLARI,12,3.0,2.0,2.3380281690140845,0.8554216867469879,1,normal
 KARTAL-AYDOS HILAL KONUTLARI,12,4.0,2.25,2.3380281690140845,0.9623493975903614,1,normal
 KARTAL-AYDOS HILAL KONUTLARI,12,5.0,2.04,2.3380281690140845,0.8725301204819277,1,normal
 KARTAL-AYDOS HILAL KONUTLARI,12,6.0,2.0,2.3380281690140845,0.8554216867469879,1,normal
 KARTAL-AYDOS HILAL KONUTLARI,13,0.0,2.2,2.2333333333333334,0.9850746268656716,1,normal
 KARTAL-AYDOS HILAL KONUTLARI,13,1.0,2.230769230769231,2.2333333333333334,0.9988518943742823,1,normal
 KARTAL-AYDOS HILAL KONUTLARI,13,2.0,2.0,2.2333333333333334,0.8955223880597015,1,normal
 KARTAL-AYDOS HILAL KONUTLARI,13,3.0,2.142857142857143,2.2333333333333334,0.9594882729211088,1,normal
 KARTAL-AYDOS HILAL KONUTLARI,13,4.0,1.0,2.2333333333333334,0.4477611940298507,0,undercrowded
 KARTAL-AYDOS HILAL KONUTLARI,13,5.0,2.1904761904761907,2.2333333333333334,0.980810234541578,1,normal
 KARTAL-AYDOS HILAL KONUTLARI,13,6.0,3.4,2.2333333333333334,1.5223880597014925,1,normal
 KARTAL-AYDOS HILAL KONUTLARI,14,0.0,1.7142857142857142,2.308641975308642,0.7425515660809778,1,normal
 KARTAL-AYDOS HILAL KONUTLARI,14,1.0,1.947368421052632,2.308641975308642,0.8435125246270757,1,normal
 KARTAL-AYDOS HILAL KONUTLARI,14,2.0,3.0,2.308641975308642,1.299465240641711,1,normal
 KARTAL-AYDOS HILAL KONUTLARI,14,3.0,2.0,2.308641975308642,0.8663101604278075,1,normal
 KARTAL-AYDOS HILAL KONUTLARI,14,4.0,2.625,2.308641975308642,1.1370320855614973,1,normal
 KARTAL-AYDOS HILAL KONUTLARI,14,5.0,2.333333333333333,2.308641975308642,1.0106951871657754,1,normal
 KARTAL-AYDOS HILAL KONUTLARI,14,6.0,2.0,2.308641975308642,0.8663101604278075,1,normal
 KARTAL-AYDOS HILAL KONUTLARI,15,0.0,1.6666666666666667,2.6973684210526314,0.6178861788617886,0,undercrowded
 KARTAL-AYDOS HILAL KONUTLARI,15,1.0,2.6666666666666665,2.6973684210526314,0.9886178861788618,1,normal
 KARTAL-AYDOS HILAL KONUTLARI,15,2.0,2.4285714285714284,2.6973684210526314,0.9003484320557491,1,normal
 KARTAL-AYDOS HILAL KONUTLARI,15,3.0,3.0,2.6973684210526314,1.1121951219512196,1,normal
 KARTAL-AYDOS HILAL KONUTLARI,15,4.0,2.857142857142857,2.6973684210526314,1.059233449477352,1,normal
 KARTAL-AYDOS HILAL KONUTLARI,15,5.0,2.652173913043478,2.6973684210526314,0.9832449628844114,1,normal
 KARTAL-AYDOS HILAL KONUTLARI,15,6.0,2.875,2.6973684210526314,1.0658536585365854,1,normal
 KARTAL-AYDOS HILAL KONUTLARI,16,0.0,3.0,2.629032258064516,1.1411042944785277,1,normal
 KARTAL-AYDOS HILAL KONUTLARI,16,1.0,2.5,2.629032258064516,0.9509202453987732,1,normal
 KARTAL-AYDOS HILAL KONUTLARI,16,2.0,3.333333333333333,2.629032258064516,1.2678936605316975,1,normal
 KARTAL-AYDOS HILAL KONUTLARI,16,3.0,2.4285714285714284,2.629032258064516,0.9237510955302366,1,normal
 KARTAL-AYDOS HILAL KONUTLARI,16,4.0,2.571428571428572,2.629032258064516,0.9780893952673096,1,normal
 KARTAL-AYDOS HILAL KONUTLARI,16,5.0,2.5625,2.629032258064516,0.9746932515337424,1,normal
 KARTAL-AYDOS HILAL KONUTLARI,16,6.0,2.0,2.629032258064516,0.7607361963190185,1,normal
 KARTAL-AYDOS HILAL KONUTLARI,17,0.0,2.7142857142857144,2.8846153846153846,0.940952380952381,1,normal
 KARTAL-AYDOS HILAL KONUTLARI,17,1.0,3.6,2.8846153846153846,1.248,1,normal
 KARTAL-AYDOS HILAL KONUTLARI,17,2.0,3.2857142857142856,2.8846153846153846,1.139047619047619,1,normal
 KARTAL-AYDOS HILAL KONUTLARI,17,3.0,2.857142857142857,2.8846153846153846,0.9904761904761904,1,normal
 KARTAL-AYDOS HILAL KONUTLARI,17,4.0,2.125,2.8846153846153846,0.7366666666666667,1,normal
 KARTAL-AYDOS HILAL KONUTLARI,17,5.0,2.5217391304347827,2.8846153846153846,0.8742028985507246,1,normal
 KARTAL-AYDOS HILAL KONUTLARI,17,6.0,2.636363636363636,2.8846153846153846,0.913939393939394,1,normal
 KARTAL-AYDOS HILAL KONUTLARI,18,0.0,3.4,3.7439024390243913,0.90814332247557,1,normal
 KARTAL-AYDOS HILAL KONUTLARI,18,1.0,3.5625,3.7439024390243913,0.9515472312703582,1,normal
 KARTAL-AYDOS HILAL KONUTLARI,18,2.0,2.5,3.7439024390243913,0.6677524429967426,0,undercrowded
 KARTAL-AYDOS HILAL KONUTLARI,18,3.0,3.8,3.7439024390243913,1.0149837133550488,1,normal
 KARTAL-AYDOS HILAL KONUTLARI,18,4.0,4.222222222222222,3.7439024390243913,1.12775968150561,1,normal
 KARTAL-AYDOS HILAL KONUTLARI,18,5.0,4.0,3.7439024390243913,1.0684039087947883,1,normal
 KARTAL-AYDOS HILAL KONUTLARI,18,6.0,3.7142857142857135,3.7439024390243913,0.9920893438808748,1,normal
 KARTAL-AYDOS HILAL KONUTLARI,19,0.0,3.5,3.033333333333333,1.153846153846154,1,normal
 KARTAL-AYDOS HILAL KONUTLARI,19,1.0,3.636363636363636,3.033333333333333,1.1988011988011988,1,normal
 KARTAL-AYDOS HILAL KONUTLARI,19,2.0,3.125,3.033333333333333,1.0302197802197803,1,normal
 KARTAL-AYDOS HILAL KONUTLARI,19,3.0,3.142857142857143,3.033333333333333,1.0361067503924648,1,normal
 KARTAL-AYDOS HILAL KONUTLARI,19,4.0,2.5,3.033333333333333,0.8241758241758242,1,normal
 KARTAL-AYDOS HILAL KONUTLARI,19,5.0,2.6666666666666665,3.033333333333333,0.8791208791208791,1,normal
 KARTAL-AYDOS HILAL KONUTLARI,19,6.0,2.25,3.033333333333333,0.7417582417582418,1,normal
 KARTAL-AYDOS HILAL KONUTLARI,20,0.0,3.333333333333333,2.5384615384615383,1.3131313131313134,1,normal
 KARTAL-AYDOS HILAL KONUTLARI,20,1.0,2.636363636363636,2.5384615384615383,1.0385674931129476,1,normal
 KARTAL-AYDOS HILAL KONUTLARI,20,2.0,3.5,2.5384615384615383,1.378787878787879,1,normal
 KARTAL-AYDOS HILAL KONUTLARI,20,3.0,2.333333333333333,2.5384615384615383,0.9191919191919192,1,normal
 KARTAL-AYDOS HILAL KONUTLARI,20,4.0,1.8,2.5384615384615383,0.7090909090909091,1,normal
 KARTAL-AYDOS HILAL KONUTLARI,20,5.0,2.0,2.5384615384615383,0.787878787878788,1,normal
 KARTAL-AYDOS HILAL KONUTLARI,20,6.0,2.571428571428572,2.5384615384615383,1.012987012987013,1,normal
 KARTAL-AYDOS HILAL KONUTLARI,21,0.0,1.5,2.2,0.6818181818181818,0,undercrowded
 KARTAL-AYDOS HILAL KONUTLARI,21,1.0,5.5,2.2,2.5,2,overcrowded
 KARTAL-AYDOS HILAL KONUTLARI,21,2.0,1.4,2.2,0.6363636363636362,0,undercrowded
 KARTAL-AYDOS HILAL KONUTLARI,21,3.0,6.0,2.2,2.727272727272727,2,overcrowded
 KARTAL-AYDOS HILAL KONUTLARI,21,4.0,1.6666666666666667,2.2,0.7575757575757576,1,normal
 KARTAL-AYDOS HILAL KONUTLARI,21,5.0,1.4,2.2,0.6363636363636362,0,undercrowded
 KARTAL-AYDOS HILAL KONUTLARI,21,6.0,2.0,2.2,0.9090909090909092,1,normal
 KARTAL-AYDOS HILAL KONUTLARI,22,0.0,1.5,1.588235294117647,0.9444444444444444,1,normal
 KARTAL-AYDOS HILAL KONUTLARI,22,1.0,2.0,1.588235294117647,1.2592592592592593,1,normal
 KARTAL-AYDOS HILAL KONUTLARI,22,2.0,1.0,1.588235294117647,0.6296296296296297,0,undercrowded
 KARTAL-AYDOS HILAL KONUTLARI,22,3.0,1.0,1.588235294117647,0.6296296296296297,0,undercrowded
 KARTAL-AYDOS HILAL KONUTLARI,22,4.0,2.0,1.588235294117647,1.2592592592592593,1,normal
 KARTAL-AYDOS HILAL KONUTLARI,22,5.0,1.6,1.588235294117647,1.0074074074074075,1,normal
 KARTAL-AYDOS HILAL KONUTLARI,22,6.0,1.0,1.588235294117647,0.6296296296296297,0,undercrowded
50.YIL MAH. - AKSARAY,5,1.0,1.0,1.0,1.0,1,normal
50.YIL MAH. - AKSARAY,5,2.0,1.0,1.0,1.0,1,normal
50.YIL MAH. - AKSARAY,6,1.0,3.6,2.7551020408163267,1.3066666666666666,1,normal
50.YIL MAH. - AKSARAY,6,2.0,3.25,2.7551020408163267,1.1796296296296296,1,normal
50.YIL MAH. - AKSARAY,6,3.0,3.125,2.7551020408163267,1.134259259259259,1,normal
50.YIL MAH. - AKSARAY,6,4.0,2.0,2.7551020408163267,0.7259259259259259,1,normal
50.YIL MAH. - AKSARAY,6,5.0,2.4615384615384617,2.7551020408163267,0.8934472934472935,1,normal
50.YIL MAH. - AKSARAY,6,6.0,2.4285714285714284,2.7551020408163267,0.8814814814814813,1,normal
50.YIL MAH. - AKSARAY,7,1.0,2.857142857142857,2.4489795918367347,1.1666666666666667,1,normal
50.YIL MAH. - AKSARAY,7,2.0,2.066666666666667,2.4489795918367347,0.8438888888888889,1,normal
50.YIL MAH. - AKSARAY,7,3.0,2.25,2.4489795918367347,0.91875,1,normal
50.YIL MAH. - AKSARAY,7,4.0,2.571428571428572,2.4489795918367347,1.05,1,normal
50.YIL MAH. - AKSARAY,7,5.0,2.5454545454545454,2.4489795918367347,1.039393939393939,1,normal
50.YIL MAH. - AKSARAY,7,6.0,2.8,2.4489795918367347,1.143333333333333,1,normal
50.YIL MAH. - AKSARAY,8,1.0,3.142857142857143,3.2127659574468086,0.978240302743614,1,normal
50.YIL MAH. - AKSARAY,8,2.0,3.8333333333333335,3.2127659574468086,1.1931567328918322,1,normal
50.YIL MAH. - AKSARAY,8,3.0,2.5,3.2127659574468086,0.7781456953642384,1,normal
50.YIL MAH. - AKSARAY,8,4.0,2.0,3.2127659574468086,0.6225165562913907,0,undercrowded
50.YIL MAH. - AKSARAY,8,5.0,3.333333333333333,3.2127659574468086,1.0375275938189843,1,normal
50.YIL MAH. - AKSARAY,8,6.0,2.875,3.2127659574468086,0.8948675496688742,1,normal
50.YIL MAH. - AKSARAY,9,2.0,2.0,1.3333333333333333,1.5,1,normal
50.YIL MAH. - AKSARAY,9,5.0,1.2,1.3333333333333333,0.9,1,normal
50.YIL MAH. - AKSARAY,9,6.0,1.0,1.3333333333333333,0.75,1,normal
50.YIL MAH. - AKSARAY,11,5.0,1.0,1.0,1.0,1,normal
50.YIL MAH. - AKSARAY,15,3.0,2.0,2.142857142857143,0.9333333333333332,1,normal
50.YIL MAH. - AKSARAY,16,1.0,2.333333333333333,1.736842105263158,1.3434343434343434,1,normal
50.YIL MAH. - AKSARAY,16,2.0,2.0,1.736842105263158,1.1515151515151514,1,normal
50.YIL MAH. - AKSARAY,16,3.0,1.75,1.736842105263158,1.0075757575757576,1,normal
50.YIL MAH. - AKSARAY,16,4.0,1.6,1.736842105263158,0.9212121212121211,1,normal
